Id,SalePrice
1590,135828.2
1591,95669.76
1592,118229.93
1593,123313.43
1594,107163.64
1595,112083.98
1596,218703.48
1597,197886.11
1598,233273.58
1599,160558.39
1600,155251.8
1601,70944.28
1602,121217.22
1603,78559.55
1604,271015.56
1605,245341.89
1606,174274.36
1607,166782.61
1608,222480.0
1609,176693.1
1610,161560.16
1611,146818.53
1612,170296.56
1613,168571.17
1614,126592.28
1615,95376.15
1616,82977.87
1617,96939.375
1618,126145.18
1619,142911.22
1620,153913.81
1621,144663.12
1622,141134.1
1623,245705.77
1624,220945.78
1625,119074.06
1626,168777.56
1627,198879.38
1628,279602.25
1629,187790.56
1630,330474.7
1631,226901.14
1632,237685.14
1633,180332.25
1634,192029.69
1635,182247.0
1636,150865.19
1637,200785.88
1638,190332.62
1639,180598.83
1640,255435.83
1641,180214.48
1642,255797.34
1643,224209.55
1644,240259.5
1645,197143.58
1646,158142.3
1647,157563.33
1648,129881.13
1649,145675.02
1650,115095.97
1651,125568.09
1652,103396.72
1653,104681.4
1654,143609.92
1655,132699.84
1656,140033.25
1657,147796.58
1658,145138.5
1659,114400.414
1660,158081.08
1661,450068.34
1662,391344.75
1663,361641.1
1664,468764.4
1665,295209.88
1666,325302.44
1667,392544.22
1668,336894.72
1669,295754.03
1670,336563.94
1671,270810.2
1672,396960.88
1673,307093.84
1674,238546.25
1675,203700.53
1676,201694.98
1677,228961.16
1678,424656.1
1679,383650.28
1680,323397.0
1681,244814.84
1682,311291.25
1683,191196.05
1684,189376.81
1685,180412.92
1686,168440.69
1687,180451.12
1688,194444.9
1689,201524.06
1690,207095.3
1691,197778.02
1692,267587.75
1693,184856.22
1694,189354.42
1695,167114.56
1696,282557.6
1697,175014.69
1698,344316.38
1699,300950.56
1700,265065.4
1701,283358.5
1702,243689.06
1703,245700.61
1704,269814.06
1705,243632.6
1706,412266.5
1707,204401.48
1708,201443.36
1709,254853.8
1710,218933.45
1711,282007.34
1712,246767.19
1713,264434.97
1714,216524.0
1715,212649.95
1716,179816.53
1717,177546.11
1718,130155.29
1719,214663.27
1720,220269.6
1721,170096.6
1722,129081.71
1723,164680.36
1724,188868.19
1725,237430.28
1726,186920.06
1727,147357.47
1728,187238.34
1729,168596.58
1730,133978.95
1731,116471.336
1732,128091.11
1733,115905.56
1734,120636.79
1735,130848.01
1736,106135.984
1737,271183.62
1738,269784.75
1739,244912.45
1740,220276.95
1741,189906.0
1742,173376.03
1743,183430.61
1744,310217.84
1745,209878.86
1746,183081.6
1747,224811.19
1748,224121.89
1749,147620.78
1750,122161.766
1751,256773.28
1752,119368.66
1753,148462.8
1754,197142.45
1755,166268.22
1756,132637.22
1757,123936.164
1758,152662.17
1759,167968.27
1760,164113.44
1761,149572.56
1762,179266.22
1763,185994.69
1764,117102.4
1765,167238.61
1766,184188.4
1767,210977.98
1768,144724.81
1769,166939.19
1770,154542.16
1771,109199.125
1772,138400.22
1773,123639.14
1774,141122.66
1775,139507.0
1776,133535.69
1777,107729.68
1778,140881.28
1779,107765.65
1780,194495.53
1781,132557.67
1782,87030.25
1783,150043.02
1784,115127.58
1785,123481.125
1786,132878.02
1787,165584.16
1788,62045.934
1789,98680.09
1790,82998.84
1791,180033.77
1792,157969.7
1793,131808.88
1794,155576.69
1795,137010.02
1796,127732.836
1797,109061.12
1798,118055.06
1799,112406.29
1800,133770.34
1801,135041.1
1802,133786.16
1803,148767.52
1804,141077.98
1805,135357.0
1806,126976.664
1807,129269.2
1808,128948.21
1809,127590.76
1810,144810.55
1811,101130.5
1812,98139.516
1813,131327.81
1814,92584.836
1815,49903.305
1816,102016.35
1817,115142.19
1818,153017.53
1819,129271.8
1820,60708.254
1821,107499.69
1822,152223.12
1823,49111.168
1824,117725.195
1825,140727.8
1826,110385.96
1827,98520.805
1828,141007.23
1829,120005.57
1830,146360.27
1831,151803.0
1832,66378.5
1833,142301.94
1834,122809.37
1835,137021.39
1836,121255.73
1837,89712.94
1838,137130.67
1839,101581.52
1840,143668.0
1841,132904.64
1842,91485.336
1843,129747.18
1844,142449.4
1845,146260.5
1846,153881.23
1847,182789.38
1848,46274.695
1849,98758.805
1850,119689.77
1851,168360.06
1852,126954.14
1853,126266.016
1854,163654.25
1855,158509.97
1856,231162.64
1857,129128.984
1858,113572.3
1859,99098.92
1860,146946.98
1861,98955.94
1862,311432.28
1863,293883.75
1864,293976.8
1865,336020.34
1866,308426.34
1867,215728.61
1868,273417.44
1869,203756.88
1870,213160.19
1871,245972.81
1872,183660.44
1873,248634.78
1874,154862.3
1875,205660.12
1876,204667.16
1877,205163.92
1878,203064.16
1879,131653.23
1880,132273.92
1881,239213.75
1882,247810.28
1883,190529.67
1884,208954.19
1885,232750.48
1886,272014.8
1887,212117.45
1888,250691.47
1889,180160.17
1890,126256.625
1891,145210.9
1892,99195.555
1893,132270.89
1894,125351.53
1895,141839.92
1896,131042.07
1897,118697.875
1898,120371.9
1899,166017.23
1900,162965.25
1901,170432.06
1902,160759.58
1903,228433.12
1904,135211.6
1905,204503.66
1906,155151.45
1907,215892.22
1908,109280.59
1909,131641.3
1910,120423.56
1911,222482.55
1912,322685.97
1913,161152.22
1914,62236.105
1915,311801.97
1916,58748.613
1917,244639.11
1918,141378.33
1919,187439.88
1920,162281.61
1921,361581.78
1922,298886.9
1923,240257.2
1924,237399.7
1925,204011.98
1926,355940.0
1927,138306.67
1928,155757.06
1929,134734.3
1930,138415.27
1931,149890.98
1932,151556.08
1933,190791.33
1934,185678.52
1935,175445.67
1936,201696.9
1937,191715.69
1938,173940.78
1939,250225.69
1940,191085.77
1941,173279.83
1942,189577.39
1943,210458.72
1944,386961.06
1945,369319.34
1946,136322.38
1947,313636.4
1948,183463.5
1949,240834.84
1950,188313.17
1951,233625.34
1952,201873.95
1953,169341.38
1954,186372.7
1955,143144.2
1956,310700.75
1957,150347.83
1958,285731.84
1959,144230.16
1960,116847.72
1961,120422.53
1962,101618.15
1963,108889.95
1964,112349.49
1965,140104.17
1966,129040.23
1967,287694.78
1968,396805.3
1969,370107.03
1970,399599.9
1971,486463.1
1972,378626.7
1973,293720.66
1974,347444.4
1975,571574.56
1976,270638.22
1977,353128.97
1978,364400.3
1979,324019.06
1980,219763.1
1981,329761.28
1982,220947.47
1983,206547.56
1984,179862.67
1985,220986.03
1986,211917.28
1987,177600.97
1988,181671.92
1989,200194.11
1990,215756.38
1991,232341.31
1992,219601.34
1993,179130.19
1994,241492.84
1995,192206.12
1996,253403.3
1997,323614.8
1998,299527.5
1999,299466.38
2000,324909.62
2001,297649.8
2002,249487.02
2003,274180.66
2004,301615.44
2005,230686.95
2006,213793.75
2007,242051.3
2008,210063.1
2009,203443.5
2010,197834.61
2011,143386.44
2012,170146.23
2013,179992.73
2014,188942.78
2015,206704.42
2016,194237.88
2017,203564.02
2018,121491.74
2019,134491.4
2020,107964.38
2021,96283.19
2022,186656.95
2023,140106.72
2024,287232.84
2025,361059.06
2026,178702.25
2027,167376.47
2028,149829.11
2029,170415.16
2030,254967.08
2031,222863.1
2032,239272.16
2033,241076.36
2034,178086.05
2035,232683.23
2036,208207.25
2037,214013.05
2038,328094.34
2039,219597.16
2040,285304.6
2041,303946.53
2042,213968.77
2043,178057.84
2044,166635.55
2045,207570.64
2046,143066.14
2047,148760.98
2048,143026.58
2049,134909.8
2050,176764.05
2051,90537.45
2052,123318.6
2053,151521.1
2054,99685.47
2055,151618.95
2056,156551.25
2057,116419.15
2058,215450.62
2059,138533.6
2060,177464.17
2061,169753.05
2062,129388.35
2063,124556.695
2064,142531.34
2065,113854.8
2066,167347.42
2067,96602.805
2068,139952.61
2069,75509.28
2070,116127.07
2071,98195.5
2072,139387.84
2073,139476.27
2074,177231.78
2075,149168.0
2076,117282.336
2077,157154.39
2078,121124.66
2079,136819.25
2080,121144.53
2081,123053.69
2082,116261.15
2083,145182.66
2084,113592.875
2085,120581.125
2086,118405.5
2087,128944.27
2088,100952.43
2089,83366.055
2090,128059.6
2091,117641.48
2092,129948.04
2093,123849.79
2094,107880.61
2095,147578.12
2096,82213.66
2097,96708.9
2098,146605.86
2099,56329.594
2100,77662.516
2101,114499.74
2102,135647.23
2103,108226.125
2104,145652.1
2105,132993.64
2106,61294.72
2107,197916.5
2108,116415.26
2109,114658.18
2110,130026.26
2111,147569.81
2112,136683.62
2113,125535.52
2114,127567.88
2115,165653.48
2116,117282.78
2117,150932.81
2118,127595.26
2119,114679.62
2120,121762.234
2121,78183.23
2122,121638.164
2123,69348.52
2124,155000.6
2125,127364.15
2126,146536.39
2127,164315.47
2128,126575.625
2129,94395.16
2130,131786.5
2131,144042.81
2132,118614.13
2133,125007.0
2134,124848.42
2135,101123.75
2136,87804.06
2137,102864.44
2138,139009.62
2139,148319.3
2140,139291.62
2141,162788.94
2142,126146.14
2143,141060.89
2144,117117.48
2145,140122.22
2146,172996.81
2147,148839.45
2148,141243.16
2149,151156.38
2150,234387.69
2151,116150.22
2152,167616.7
2153,164615.67
2154,101202.28
2155,147253.92
2156,256613.19
2157,222537.52
2158,247244.44
2159,225621.78
2160,193916.02
2161,230144.4
2162,355877.53
2163,344189.0
2164,243082.1
2165,202310.3
2166,160244.81
2167,215090.12
2168,204641.39
2169,201640.17
2170,221446.38
2171,156467.67
2172,132773.89
2173,172822.69
2174,228288.1
2175,286207.2
2176,288117.34
2177,241957.36
2178,216124.19
2179,136483.67
2180,203960.23
2181,195104.14
2182,217597.31
2183,192859.61
2184,119027.29
2185,135051.4
2186,147525.78
2187,151040.67
2188,158415.36
2189,258414.05
2190,73804.086
2191,74392.09
2192,94686.83
2193,116836.46
2194,93978.734
2195,110595.86
2196,106085.38
2197,123513.87
2198,157796.55
2199,181669.84
2200,158792.89
2201,147103.47
2202,220515.94
2203,140861.0
2204,185298.89
2205,133111.78
2206,143013.61
2207,214721.02
2208,280665.53
2209,240237.5
2210,118948.305
2211,116519.445
2212,123260.164
2213,108974.516
2214,142558.12
2215,110124.664
2216,147715.69
2217,40244.355
2218,84879.555
2219,78139.02
2220,75500.57
2221,305229.88
2222,282639.25
2223,274643.1
2224,212978.12
2225,105511.88
2226,184082.16
2227,195194.95
2228,259118.61
2229,270862.1
2230,158773.97
2231,221303.23
2232,176655.84
2233,178056.16
2234,237940.3
2235,214197.64
2236,250698.39
2237,293861.6
2238,191468.66
2239,104528.766
2240,156225.97
2241,160695.03
2242,121333.11
2243,136175.55
2244,109736.14
2245,107214.14
2246,144737.92
2247,114073.26
2248,123041.72
2249,119673.336
2250,130078.6
2251,111890.88
2252,173332.06
2253,158730.22
2254,181286.66
2255,185660.81
2256,178874.47
2257,205071.0
2258,157610.52
2259,176372.55
2260,141397.75
2261,192459.62
2262,204190.1
2263,391921.78
2264,492900.56
2265,176291.48
2266,293544.25
2267,344706.7
2268,412401.75
2269,146999.97
2270,200516.06
2271,209176.89
2272,212635.75
2273,161212.33
2274,176679.78
2275,161708.14
2276,193422.88
2277,188392.73
2278,149459.34
2279,125281.49
2280,124558.48
2281,163445.1
2282,181818.72
2283,110246.77
2284,116834.79
2285,137093.02
2286,125161.24
2287,360886.25
2288,272745.25
2289,367482.94
2290,463055.34
2291,338625.75
2292,421676.2
2293,452297.62
2294,403164.03
2295,466581.66
2296,313927.88
2297,371815.75
2298,345925.2
2299,358812.4
2300,334653.8
2301,336001.75
2302,251203.84
2303,241564.72
2304,260958.7
2305,206780.33
2306,199751.84
2307,209731.0
2308,234910.88
2309,285129.16
2310,218581.1
2311,210209.98
2312,189341.23
2313,180262.27
2314,181477.8
2315,186862.48
2316,198713.86
2317,190080.67
2318,185042.84
2319,189687.53
2320,179424.94
2321,229442.27
2322,180331.39
2323,199352.2
2324,197795.55
2325,218947.23
2326,187983.73
2327,204989.84
2328,228202.11
2329,198868.0
2330,185429.89
2331,351866.97
2332,394817.9
2333,326260.28
2334,270574.75
2335,292971.47
2336,309503.3
2337,203225.53
2338,264363.1
2339,223059.14
2340,380261.22
2341,235183.0
2342,238188.44
2343,236041.8
2344,224809.9
2345,241567.94
2346,212468.72
2347,195272.22
2348,250395.89
2349,188198.08
2350,334055.3
2351,264441.28
2352,245595.19
2353,248435.92
2354,132663.28
2355,138318.02
2356,159944.64
2357,183558.0
2358,202926.12
2359,133888.27
2360,114102.305
2361,151442.94
2362,270980.94
2363,138601.39
2364,151677.97
2365,218791.94
2366,187620.52
2367,215792.19
2368,211471.52
2369,212911.92
2370,170755.0
2371,165237.89
2372,190035.17
2373,294502.94
2374,333995.1
2375,241236.66
2376,275015.53
2377,307842.16
2378,149050.97
2379,205012.72
2380,151045.56
2381,169285.02
2382,215880.08
2383,199062.86
2384,244631.88
2385,165427.73
2386,133193.94
2387,133291.66
2388,94147.555
2389,123638.31
2390,150314.0
2391,145624.03
2392,117055.164
2393,168818.28
2394,145386.19
2395,205284.08
2396,146140.73
2397,218630.92
2398,131711.12
2399,63225.527
2400,63321.29
2401,120171.98
2402,140595.66
2403,142014.8
2404,161058.97
2405,160615.06
2406,139708.3
2407,125734.9
2408,157620.58
2409,122596.16
2410,164262.81
2411,116999.48
2412,155322.89
2413,132356.19
2414,163372.78
2415,129892.41
2416,126992.28
2417,136677.36
2418,135387.84
2419,130669.94
2420,122009.82
2421,148884.47
2422,110402.06
2423,121297.82
2424,152130.97
2425,201801.0
2426,132939.5
2427,130946.5
2428,183363.62
2429,113012.63
2430,132203.42
2431,112156.9
2432,148585.6
2433,140711.16
2434,137271.6
2435,144773.81
2436,93246.32
2437,110622.336
2438,124686.72
2439,108020.516
2440,123104.984
2441,93712.836
2442,97347.66
2443,131053.195
2444,141351.1
2445,95038.38
2446,147024.92
2447,189375.0
2448,131694.92
2449,117915.09
2450,154254.73
2451,134074.31
2452,200761.94
2453,82919.414
2454,112288.44
2455,121095.78
2456,139944.6
2457,134682.9
2458,131270.47
2459,117372.41
2460,139391.3
2461,136486.28
2462,137132.38
2463,130497.33
2464,181638.31
2465,137737.64
2466,112811.266
2467,136462.86
2468,87057.06
2469,79309.914
2470,193787.16
2471,220733.92
2472,162212.3
2473,111554.836
2474,58312.336
2475,220313.72
2476,118639.37
2477,128078.9
2478,152036.55
2479,101104.18
2480,156457.52
2481,118754.03
2482,125333.24
2483,108878.22
2484,121655.445
2485,129291.64
2486,147178.53
2487,178040.88
2488,169803.88
2489,148742.4
2490,138406.56
2491,82848.12
2492,199528.33
2493,174846.19
2494,149191.47
2495,95144.85
2496,250085.66
2497,154071.25
2498,112263.27
2499,75738.12
2500,123922.92
2501,140592.31
2502,147278.5
2503,96636.16
2504,165807.28
2505,230275.92
2506,242495.38
2507,270321.47
2508,242983.12
2509,215702.89
2510,213804.97
2511,174484.72
2512,212204.45
2513,228986.92
2514,260127.55
2515,154181.78
2516,182853.53
2517,153637.95
2518,160359.47
2519,243921.81
2520,219262.55
2521,191038.03
2522,231453.16
2523,120220.12
2524,142080.77
2525,153624.77
2526,140480.53
2527,121610.44
2528,125780.35
2529,141054.97
2530,132959.14
2531,249258.95
2532,232382.31
2533,197166.14
2534,229412.5
2535,288222.3
2536,250234.05
2537,229096.36
2538,190161.72
2539,189320.11
2540,177281.98
2541,188260.55
2542,172013.69
2543,123760.53
2544,122008.31
2545,141285.06
2546,124894.03
2547,139944.33
2548,132147.83
2549,166846.08
2550,660794.0
2551,148270.08
2552,128783.9
2553,69237.375
2554,92496.234
2555,124833.42
2556,103967.45
2557,107864.35
2558,141078.52
2559,144221.64
2560,162128.47
2561,155110.77
2562,147177.0
2563,153218.45
2564,206706.0
2565,124594.71
2566,176393.39
2567,144673.89
2568,197025.55
2569,221738.22
2570,116941.805
2571,195695.61
2572,142329.1
2573,227081.45
2574,362408.94
2575,138804.17
2576,120475.03
2577,135205.8
2578,86475.766
2579,55465.117
2580,98488.49
2581,104921.97
2582,117195.8
2583,286681.16
2584,186364.36
2585,190881.6
2586,220801.7
2587,197597.2
2588,148081.56
2589,149475.16
2590,196280.25
2591,236149.2
2592,209299.02
2593,244295.92
2594,186800.31
2595,196206.33
2596,274236.62
2597,186001.97
2598,302480.75
2599,329962.0
2600,134464.61
2601,148854.08
2602,91538.05
2603,100453.414
2604,92667.875
2605,85550.17
2606,152700.61
2607,203286.02
2608,196923.92
2609,181822.72
2610,109512.83
2611,120828.04
2612,165287.38
2613,134090.17
2614,124592.81
2615,157910.67
2616,143020.03
2617,181340.27
2618,198071.9
2619,192022.19
2620,191355.11
2621,176650.45
2622,184569.44
2623,239096.06
2624,324398.12
2625,296582.44
2626,173453.1
2627,160189.19
2628,479653.0
2629,506873.06
2630,391379.44
2631,481447.2
2632,418189.25
2633,298779.47
2634,412991.75
2635,157309.44
2636,181155.83
2637,178677.03
2638,279596.94
2639,191478.7
2640,148888.58
2641,109581.67
2642,181545.31
2643,107863.836
2644,121978.76
2645,114859.555
2646,100479.86
2647,108301.5
2648,141463.97
2649,156669.25
2650,132797.45
2651,140176.75
2652,414948.72
2653,256768.88
2654,259633.11
2655,392592.16
2656,339223.38
2657,366456.47
2658,327759.4
2659,321681.53
2660,380703.56
2661,336242.8
2662,359093.47
2663,308640.25
2664,271253.72
2665,316650.25
2666,285719.84
2667,181622.03
2668,190682.36
2669,184296.28
2670,282200.75
2671,194086.23
2672,196947.39
2673,198243.3
2674,196538.17
2675,172286.22
2676,201856.44
2677,203327.89
2678,248833.58
2679,287124.66
2680,301612.56
2681,383200.16
2682,323996.8
2683,499387.03
2684,323034.8
2685,330908.3
2686,275350.4
2687,313417.53
2688,221608.62
2689,207570.44
2690,417499.47
2691,192279.28
2692,137949.3
2693,193995.0
2694,139049.94
2695,194984.53
2696,183793.08
2697,186672.44
2698,187346.6
2699,169506.34
2700,157852.55
2701,164791.12
2702,122906.38
2703,109466.88
2704,139001.67
2705,117750.234
2706,111637.63
2707,128454.92
2708,128548.06
2709,100007.98
2710,125008.664
2711,314538.9
2712,377097.34
2713,173259.5
2714,155612.3
2715,172264.69
2716,152028.56
2717,211769.19
2718,212952.94
2719,161031.31
2720,175122.38
2721,133894.66
2722,164859.81
2723,137499.17
2724,129306.195
2725,130210.66
2726,153365.67
2727,175577.73
2728,183722.62
2729,152598.4
2730,153208.23
2731,131465.28
2732,137999.69
2733,157052.66
2734,154787.14
2735,141594.77
2736,151500.44
2737,118817.016
2738,131687.77
2739,155667.52
2740,136933.2
2741,144272.95
2742,160024.12
2743,161710.45
2744,160404.12
2745,138362.22
2746,136843.66
2747,151388.64
2748,137410.95
2749,132858.64
2750,135557.75
2751,135544.05
2752,202200.16
2753,154618.22
2754,195634.95
2755,138255.77
2756,97184.86
2757,69573.88
2758,88531.04
2759,161938.55
2760,122059.29
2761,143544.47
2762,142858.48
2763,180245.77
2764,137654.66
2765,295501.4
2766,143199.36
2767,79423.9
2768,126298.77
2769,132171.28
2770,137879.45
2771,108278.47
2772,110915.586
2773,175286.12
2774,149309.05
2775,120070.82
2776,147028.98
2777,169155.6
2778,108499.88
2779,117735.53
2780,92732.5
2781,99237.945
2782,104765.29
2783,101436.984
2784,128016.375
2785,135979.06
2786,72158.39
2787,132482.86
2788,80492.125
2789,164537.19
2790,102572.23
2791,113955.6
2792,58499.43
2793,168387.52
2794,100166.05
2795,120562.375
2796,95689.92
2797,202567.25
2798,108702.57
2799,125117.2
2800,72297.875
2801,104634.49
2802,132778.45
2803,148412.39
2804,117013.2
2805,90355.28
2806,85706.47
2807,163042.5
2808,143555.97
2809,134760.64
2810,123697.64
2811,161608.23
2812,156939.31
2813,148702.27
2814,152571.64
2815,94046.42
2816,219234.11
2817,157411.78
2818,133457.77
2819,186205.89
2820,144869.94
2821,105885.76
2822,202068.88
2823,314903.6
2824,180458.52
2825,128475.99
2826,135047.28
2827,138422.39
2828,221241.83
2829,210542.42
2830,233645.62
2831,171647.77
2832,243395.27
2833,284617.06
2834,234864.95
2835,223383.36
2836,195364.8
2837,159531.81
2838,152589.1
2839,181630.69
2840,201579.03
2841,210184.92
2842,245257.92
2843,153300.89
2844,172100.33
2845,128894.73
2846,214202.73
2847,211703.17
2848,217079.34
2849,201295.1
2850,277645.53
2851,226772.42
2852,249852.03
2853,247711.05
2854,140660.03
2855,198360.75
2856,206814.45
2857,190073.78
2858,200668.72
2859,123762.42
2860,130208.67
2861,132230.78
2862,202875.42
2863,122782.9
2864,250545.42
2865,146657.19
2866,146941.52
2867,104876.555
2868,97490.914
2869,99837.78
2870,133943.44
2871,87334.47
2872,51815.07
2873,106928.02
2874,139768.53
2875,116241.086
2876,169323.61
2877,147727.81
2878,168699.34
2879,143716.78
2880,105916.766
2881,155255.66
2882,184607.47
2883,200096.56
2884,215104.69
2885,196220.55
2886,250713.22
2887,93390.84
2888,148391.88
2889,64000.402
2890,80413.02
2891,137762.34
2892,45657.88
2893,78508.32
2894,65184.01
2895,337185.6
2896,283390.38
2897,202299.48
2898,142585.45
2899,204138.1
2900,164023.0
2901,205768.61
2902,194159.9
2903,310422.94
2904,327055.94
2905,84685.016
2906,195535.36
2907,114763.09
2908,133534.16
2909,153826.64
2910,76335.63
2911,90207.88
2912,150530.61
2913,85879.43
2914,81834.03
2915,90495.16
2916,88425.57
2917,171635.81
2918,122483.62
2919,222985.77
